StateName,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
OK,0.050357925314068686,0.03754760831720616,0.035266128391192364,0.0360932161093408,0.04274790556172192,0.04564299048853071,0.03354909597869349,0.012625685423407917,-0.002497234134835047,0.008284653148568077,-0.02515394733067411,0.0004454877428419213,0.02266171059974087,0.02905507514450867,0.03621186163895751,0.027426596383648194,0.03439331029955617,0.031829134052078434,0.03643384432933483,0.058158444635159956,0.08672700436565584
CT,0.08621255864070942,0.10440101652891554,0.1205261402988611,0.11695348649464665,0.12144954831183519,0.07195031936930629,-0.008026982234947466,-0.05843749451206892,-0.07645005374770963,-0.039437481151671006,-0.055180210967077925,-0.0573179844887437,0.020980068465624502,0.010949441972511798,-0.00703361762246224,0.00026343594827560324,0.024731731769437548,0.026516318115588966,0.011253304464542868,0.03663113018477038,0.15306336593938075
IA,0.047203688932134114,0.04241910694062456,0.0420962705987753,0.041768736218458,0.04818256353218353,0.03869429338768926,0.022061335662101333,0.003406590759446937,-0.012039635970062967,-0.00434156624432247,-0.023504139828793513,0.0034969672400610996,0.028461466872413244,0.027811784542823403,0.02993365372895007,0.03795641589250964,0.04286030720403189,0.038508638369066706,0.03688568294172656,0.02880660966964066,0.057153075267663
MS,0.05142652482092758,0.028475901588010277,0.030155930372818274,0.03341040325804023,0.05622631268007683,0.08173585187281862,0.053523632034089275,-0.012057333536237058,-0.03353808374904477,-0.026316860238882245,-0.021386390911495523,-0.01098394243611589,-0.0073045279419121645,0.00973553830925833,0.04190064611998823,0.02511604529862521,0.030508368014041,0.03594896147757942,0.04145902469993934,0.036381140997572725,0.07017601375555249
AR,0.0458850351767357,0.029791921954453793,0.042769570830386794,0.055354624348070036,0.07380168402656984,0.06769874413484,0.02575782965579787,-0.0031320933590879285,-0.03265907723839867,-0.014909825266244292,-0.028217477533822755,0.008402501735284673,0.02284334271751365,0.01522313399123254,0.02384472764617085,0.033180707786164776,0.04057040005879764,0.04595851439973608,0.041704165627338474,0.04238180620048104,0.08783818353054929
KS,0.06149894498291064,0.037482835693138705,0.025256204068974997,0.04767599177458415,0.05656762515218805,0.029764749752230202,0.032516522916096635,0.009767174735175299,-0.005029068370312695,-0.004506485290469042,-0.03227087183023991,-0.007842238369960453,0.014194411741836443,0.018864193110425198,0.035364749624501535,0.03960967022411421,0.04723576174257538,0.05197852590056429,0.04305260749776396,0.04765481396352955,0.09488687929750972
UT,0.030473571738444782,0.007097422843752366,0.0007272344188173907,0.015226613885212403,0.026282200528527477,0.10951546544103863,0.15599549602992502,0.010863611826766872,-0.09548998833055522,-0.060602308714243325,-0.07353486573712409,0.010144329395159746,0.11172192507288425,0.062101997781744744,0.05209750236800348,0.08032180662475574,0.08953495239129516,0.09641232052491855,0.07807051168871171,0.07591328172372802,0.1947904245934049
NV,0.05628193299783857,0.06488973375734353,0.09020179109076953,0.27762020906070695,0.27745724069189226,0.056778266489828644,-0.056272704298540255,-0.22586200834801196,-0.2854603541983227,-0.13905708823433016,-0.09779825148490695,-0.01750493270566078,0.23191180417490798,0.16175647210448463,0.07459071174035792,0.0749675372673948,0.07932103040693206,0.14320309790554142,0.05723784257826736,0.037892756432275965,0.14619652156779184
NM,,,0.026111303374432016,0.05407821562714643,0.07395232141341812,0.1347131123304819,0.07719602480349508,-0.009621178959963506,-0.05061943418600856,-0.03265782757338909,-0.05594921131306241,-0.021438576035557544,0.013684740959642783,0.026988525485910575,0.008885465343177135,0.02398284629761105,0.033624602084756594,0.04006849643213539,0.056411970714155046,0.0686704606046713,0.13169198377420832
WV,0.05598470441619763,0.03322667934351209,0.04127176486161055,0.06242662373684382,0.08004320783761831,0.0454726180546019,0.02300935958997763,0.00709007848908505,-0.026190886942167535,-0.020763132362350056,-0.014461753379654274,0.0018513002856528349,0.018674482570778528,0.024382859599043405,0.0254979997381255,0.024683038653311007,0.020565401618054313,0.03603075950700507,0.031870110291753795,0.025775278840620697,0.06031398005245303
NE,-0.04578607961432446,0.006250680661986863,0.04329327600109312,0.05088885005689825,0.04145695525390458,0.030925305014583904,0.007957697952581055,-0.025477310288226196,-0.013369063130358128,0.010676393772224513,-0.030132045348895242,0.0025607380015109094,0.042749728319068314,0.031057842555014314,0.046797130392208786,0.04629906333379186,0.06792588419121937,0.06742907446438506,0.054555719558678106,0.049946827401937455,0.09335228408060359
ID,0.03697051106816862,0.029794160099787526,0.025831552542821656,0.04409074363936627,0.1135414861656463,0.20183879334005606,0.05158450244339052,-0.01030901371333759,-0.10852032849701643,-0.09277159921305356,-0.09861127835249539,0.032970078207567255,0.12358057983539217,0.05732958170283475,0.04814890632900837,0.08049062914116245,0.08848636217320238,0.12571813097818363,0.11973185878490211,0.11277718512176671,0.25716318092997614
HI,0.05968842729970336,0.07844008059043706,0.1457031043727537,0.21776348446987415,0.2548081114614633,0.17788160279493237,0.01754539884423778,-0.02301819430246077,-0.0852542418421085,-0.01276481038453059,0.0017168094423933855,-0.0022044868615036517,0.057268982398461565,0.08856551043187078,0.03665785977821967,0.04220031983366934,0.059845520883255565,0.04611024641799699,0.01334567328848002,0.011259041145397441,0.10406808316962901
ME,0.1082353450965583,0.11738767745458278,0.11403734028424739,0.1393873206488978,0.11873783348551936,0.03473040589184917,-0.0036432937684870437,-0.024825684831926154,-0.06663577597275283,-0.02679116677055815,-0.0208708365432696,-0.015402363731370161,0.018442739558517607,0.0073656480883281805,0.023630339388100774,0.04611310340135888,0.0605273105038906,0.061074302913601386,0.043840102245707335,0.0798223228053303,0.157214437816658
NH,0.14432812444265752,0.1321719031132924,0.13471205404821207,0.11119084738017837,0.09645277618322812,0.03267530383042638,-0.030254074973374068,-0.05894770905665869,-0.07231322066188184,-0.028792185497114264,-0.030820650886002054,-0.02317109836157827,0.0353515995824385,0.040958676696450036,0.03676283404111658,0.03778455798455482,0.060361568013155065,0.0645601778924001,0.04335037582083112,0.06514568606481475,0.15631919681577067
RI,0.10697989381849404,0.16388823828133936,0.2011056141593841,0.17791470200266657,0.136274599329276,0.04326827242852116,-0.04526567472574616,-0.07483414016769507,-0.11898111574857706,-0.014775623886999156,-0.05155191191636388,-0.05353350192311834,0.03312599920151649,0.044499154300373656,0.017063024385481906,0.05026361912150956,0.06125409142103666,0.06967813613147644,0.028483533710748743,0.0569537920642893,0.15127193758344282
MT,,,,,,0.08495831346874283,0.06061442761306557,0.019404257750604836,-0.019709360002385767,-0.029385685896077485,-0.03234643657170144,0.0119579118420714,0.04518182738891485,0.04967448350851433,0.04269775116954877,0.03236137579682263,0.04667613809608584,0.05629370632097741,0.05644804927954028,0.060170225201072736,0.15378431452113595
DE,0.059452405330693514,0.06894647814934518,0.09421329846209647,0.11816261178314846,0.15544333956143297,0.10736938099944426,0.02311877489017533,-0.0383846088461125,-0.06864375533217115,-0.03359162238439961,-0.06453566865856164,-0.05284363983290574,-0.0030562976643875306,0.04400598810301459,0.029967846521324448,0.03399046201776312,0.02752850672664664,0.03813134071750102,0.02744307810926494,0.03181022592288785,0.11818785511645635
SD,0.016547987282194532,0.029843211273755,0.04093847998714306,0.05789373464738201,0.07003331915565947,0.047068344160102304,0.030861585322230045,0.02647733450094525,-0.003098606895783007,-0.0071388029939746245,-0.004229136703265746,0.00788628783192391,0.03405848636730813,0.034262150003687486,0.04188976237588471,0.050749264275082195,0.05848292338411598,0.04869395989783709,0.04844464268530335,0.039509399729956485,0.08519318801215836
AK,0.17630834945718843,0.08332888957423878,0.049474302992601915,0.078545348198791,0.09230449905023996,0.0847986960294238,0.058379556145291556,0.021309318619901818,-0.0015328478815742619,0.0028080478542689136,-0.01108532812391727,0.015512539774630962,0.029823287372322094,0.03122513196284782,0.03422505856156133,0.0188266036862359,0.005475529008798219,0.007621742664900122,0.05786901990052362,0.022652711072836285,0.023904459893451246
ND,,,,,,,,,,0.003355296025411736,0.013820259839612437,0.0364974324010503,0.10089814666610075,0.07652524495843727,0.06648880666679435,0.030803857974012194,0.0080650994049416,0.003917450783695875,0.00956453470649099,0.017330161762178387,0.044846040987879254
VT,0.08037938380338638,0.08444874528683344,0.08153751291970912,0.11472898524068209,0.12211532900292776,0.09670204823227313,0.04768964074978199,0.00744395984663071,-0.023402236447511382,-0.015105322281689149,-0.0018530949186006396,-0.003190517222192102,7.936114026896313e-05,0.0005103205310497128,0.00858886182310914,0.008413524550438867,0.029262704453154376,0.04349253204106618,0.03473385767651527,0.03516987850419273,0.09568263250479281
DC,0.07158564566769554,0.12405006277269326,0.16341523203487895,0.17328762540710363,0.21151616005323093,0.12431707960314653,0.00817602440470866,-0.03390902550507713,-0.06838977060386331,-0.007482811221295238,-0.01958728438172619,0.03603078573732921,0.12221354064601186,0.12788163136799158,0.007583359931907729,0.0490206114373013,0.048448466137055446,0.04780187049809137,0.05565115548400135,0.026971309296937696,0.06112760959285213
WY,,,0.03430420837731263,0.06799861795517748,0.08515503486399889,0.09263997863219053,0.07924015491472813,0.018157732609085153,-0.017914283660326658,-0.01550728137620494,-0.009385570261073561,0.017696320044976233,0.034814211196070755,0.034419386316298484,0.03831944014239763,0.02133860994777903,0.006543138730899178,0.03511143710769815,0.047868842174601856,0.043611940685720274,0.045928923296954194
